order_id,quantity,item_name,choice_description,item_price
226,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Rice, Cheese, Lettuce",8.75
227,1,Chicken Bowl,"Tomatillo Green Chili Salsa, Rice, Black Beans, Cheese",8.75
228,1,Chicken Bowl,"Roasted Chili Corn Salsa (Medium), Black Beans, Fajita Veggies, Cheese, Guacamole, Lettuce",10.98
229,2,Steak Burrito,"Fresh Tomato (Mild), Lettuce, Guacamole, Rice, Cheese",22.16
230,1,Chips and Guacamole,no choice,4.45
231,1,Veggie Bowl,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Guacamole",11.25
232,1,Barbacoa Burrito,Roasted Chili Corn Salsa,9.25
233,1,Steak Burrito,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream",9.25
234,1,Chicken Salad Bowl,"Fresh Tomato Salsa (Mild), Fajita Vegetables",8.75
235,1,Steak Burrito,"Roasted Chili Corn Salsa, Fajita Vegetables, Sour Cream, Lettuce, Guacamole",11.75
236,1,Barbacoa Burrito,"Roasted Chili Corn Salsa, Rice, Pinto Beans, Cheese, Sour Cream",9.25
237,2,Chicken Soft Tacos,"Fresh Tomato Salsa (Mild) (Mild), Pinto Beans, Rice, Cheese, Sour Cream, Lettuce",16.98
238,1,Steak Crispy Tacos,"Tomatillo Green Chili Salsa, Fajita Vegetables, Cheese, Lettuce",9.25
239,1,Chicken Bowl,"Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",11.25
240,1,Chicken Salad Bowl,"Fresh Tomato Salsa (Mild), Fajita Vegetables",8.75
241,1,Chicken Burrito,"Fresh Tomato Salsa (Mild) (Mild), Rice, Black Beans, Fajita Veggies, Cheese, Guacamole, Lettuce",10.98
242,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce",11.25
243,2,Chicken Salad Bowl,"Tomatillo Green Chili Salsa, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole",22.5
244,1,Barbacoa Bowl,"Roasted Chili Corn Salsa, Rice, Cheese, Lettuce",9.25
245,1,Steak Bowl,"Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Rice, Cheese, Sour Cream, Guacamole",11.48
246,1,Chicken Bowl,"Fresh Tomato Salsa (Mild) (Mild), Rice, Cheese, Sour Cream, Lettuce",8.49
247,1,Chicken Crispy Tacos,"Fresh Tomato Salsa (Mild) (Mild), Pinto Beans, Fajita Veggies, Cheese, Sour Cream, Lettuce",8.49
248,1,Barbacoa Burrito,"Roasted Chili Corn Salsa, Rice, Pinto Beans, Cheese, Lettuce, Guacamole",11.75
249,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Rice, Pinto Beans, Sour Cream, Cheese, Lettuce",8.75
250,1,Steak Salad Bowl,"Fresh Tomato Salsa (Mild), Pinto Beans, Cheese, Guacamole, Lettuce",11.89
251,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese, Lettuce",8.75
252,1,Barbacoa Soft Tacos,"Tomatillo-Red Chili Salsa (Hot), Rice, Pinto Beans, Cheese, Sour Cream",9.25
253,2,Steak Salad Bowl,"Tomatillo-Red Chili Salsa (Hot), Fajita Vegetables, Black Beans, Cheese, Guacamole, Lettuce",23.78
254,1,Chicken Bowl,"Tomatillo Green Chili Salsa, Rice, Black Beans, Sour Cream, Lettuce",8.75
255,1,Veggie Bowl,"Fresh Tomato Salsa (Mild) (Mild), Pinto Beans, Rice, Cheese, Sour Cream",8.49
256,1,Chicken Burrito,"Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce",10.98
257,1,Veggie Burrito,Tomatillo Green Chili Salsa,8.75
258,1,Chicken Bowl,"Roasted Chili Corn Salsa, Rice, Cheese, Lettuce",8.75
259,1,Steak Burrito,"Tomatillo Green Chili Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce",9.25
260,1,Veggie Burrito,"Fresh Tomato Salsa (Mild) (Mild), Pinto Beans, Rice, Cheese, Sour Cream",8.49
261,2,Chicken Salad Bowl,"Tomatillo Green Chili Salsa, Black Beans, Cheese, Guacamole",22.5
262,1,Chicken Burrito,"Tomatillo-Red Chili Salsa (Hot), Cheese, Guacamole",11.25
263,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Rice, Pinto Beans, Cheese, Sour Cream",8.75
264,2,Steak Burrito,"Fresh Tomato Salsa (Mild), Rice, Cheese, Sour Cream",18.5
265,1,Chicken Burrito,"Tomatillo-Red Chili Salsa (Hot), Rice, Black Beans, Cheese, Sour Cream",8.75
266,1,Veggie Bowl,"Fresh Tomato Salsa (Mild) (Mild), Pinto Beans, Rice, Cheese, Sour Cream",8.49
267,1,Steak Burrito,"Roasted Chili Corn Salsa (Medium), Rice, Black Beans, Sour Cream",8.99
268,1,Chicken Bowl,"Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Fajita Veggies, Cheese, Lettuce",8.49
269,1,Steak Burrito,"Roasted Chili Corn Salsa (Medium), Rice, Black Beans, Sour Cream, Guacamole",11.48
270,2,Canned Soft Drink,Coke,2.5
271,2,Chicken Bowl,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice, Lettuce",17.5
272,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice, Sour Cream, Lettuce",8.75
273,1,Steak Burrito,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole",11.75
274,1,Chicken Bowl,"Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Sour Cream, Lettuce",8.49
275,1,Veggie Burrito,"Fresh Tomato Salsa (Mild) (Mild), Pinto Beans, Rice, Cheese, Sour Cream",8.49
276,1,Steak Salad,"Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Fajita Veggies, Cheese, Lettuce",8.99
277,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",11.25
278,1,Chips and Guacamole,no choice,3.99
279,1,Bowl,"Adobo-Marinated and Grilled Steak, Sour Cream, Salsa, Cheese, Cilantro-Lime Rice, Guacamole",7.4
280,1,Veggie Bowl,"Fresh Tomato Salsa (Mild) (Mild), Pinto Beans, Rice, Cheese, Sour Cream",8.49
281,1,Steak Bowl,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Cheese, Lettuce",9.25
282,1,Chicken Burrito,"Tomatillo-Red Chili Salsa (Hot), Guacamole, Cheese",11.25
283,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese, Guacamole, Lettuce",11.25
284,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole",11.25
285,1,Carnitas Burrito,"Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce",8.99
286,1,Chicken Salad Bowl,"Fresh Tomato Salsa (Mild), Sour Cream, Cheese, Lettuce",8.75
287,1,Steak Burrito,"Fresh Tomato Salsa (Mild) (Mild), Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce",8.99
288,1,Chicken Burrito,"Fresh Tomato Salsa (Mild) (Mild), Rice, Cheese, Sour Cream, Lettuce",8.49
289,1,Chicken Salad Bowl,"Tomatillo-Red Chili Salsa (Hot), Black Beans, Cheese, Lettuce",8.75
290,1,Bottled Water,no choice,1.5
291,1,Steak Burrito,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce",9.25
292,1,Veggie Burrito,"Fresh Tomato Salsa (Mild) (Mild), Pinto Beans, Rice, Cheese, Sour Cream",8.49
293,1,Steak Burrito,"Roasted Chili Corn Salsa (Medium), Fresh Tomato Salsa (Mild) (Mild), Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce",11.48
294,1,Chips and Guacamole,no choice,3.99
295,1,Chicken Burrito,"Tomatillo-Red Chili Salsa (Hot), Rice, Fajita Vegetables, Black Beans, Cheese, Lettuce, Guacamole",11.25
296,1,Barbacoa Burrito,"Tomatillo-Green Chili Salsa (Medium), Rice, Cheese, Sour Cream, Lettuce",8.99
297,1,Chicken Bowl,"Tomatillo Green Chili Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",11.25
298,1,6 Pack Soft Drink,Nestea,6.49
299,1,Barbacoa Burrito,"Tomatillo-Red Chili Salsa (Hot), Rice, Pinto Beans, Cheese, Sour Cream, Lettuce",9.25
300,1,Chicken Burrito,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Cheese",8.75
301,1,Steak Burrito,"Roasted Chili Corn (Medium), Sour Cream, Cheese",8.69
302,1,Chips and Guacamole,no choice,3.99
303,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Sour Cream, Cheese",8.75
304,1,Canned Soft Drink,Sprite,1.25
305,1,Chicken Burrito,"Tomatillo-Red Chili Salsa (Hot), Guacamole, Cheese",11.25
306,1,Barbacoa Burrito,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Sour Cream, Guacamole",11.75
307,1,Chips and Guacamole,no choice,3.99
308,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese, Guacamole, Lettuce",11.25
309,1,Chicken Burrito,"Roasted Chili Corn Salsa, Rice, Sour Cream, Cheese, Guacamole",11.25
310,1,Barbacoa Bowl,"Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Sour Cream, Lettuce",8.99
311,1,Steak Salad,"Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Fajita Veggies, Cheese, Lettuce",8.99
312,1,Barbacoa Burrito,"Fresh Tomato Salsa (Mild), Rice, Pinto Beans, Cheese, Sour Cream, Lettuce",9.25
313,1,Burrito,"White Rice, Adobo-Marinated and Grilled Steak, Salsa, Cheese",7.4
314,1,Veggie Burrito,"Fresh Tomato Salsa (Mild), Rice, Pinto Beans, Cheese",8.75
315,1,Barbacoa Crispy Tacos,"Fresh Tomato Salsa (Mild), Sour Cream, Lettuce",9.25
316,1,Chicken Bowl,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",11.25
317,1,Carnitas Burrito,"Roasted Chili Corn Salsa, Rice, Cheese, Guacamole",11.75
318,1,Chips and Guacamole,no choice,3.99
319,1,Chicken Bowl,"Tomatillo-Green Chili Salsa (Medium), Black Beans",8.49
320,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese, Sour Cream, Lettuce",8.75
321,1,Chicken Burrito,"Fresh Tomato Salsa (Mild) (Mild), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Fajita Veggies, Lettuce",8.49
322,1,Veggie Soft Tacos,"Fresh Tomato Salsa (Mild), Black Beans, Cheese, Sour Cream, Lettuce",8.75
323,1,Steak Bowl,"Tomatillo-Red Chili Salsa (Hot), Rice, Cheese",9.25
324,1,Chicken Burrito,"Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Lettuce, Guacamole",11.25
325,1,Chips and Guacamole,no choice,4.45
326,2,Chips and Guacamole,no choice,8.9
327,1,Chicken Burrito,"Tomatillo-Red Chili Salsa (Hot), Fajita Vegetables, Rice, Black Beans, Sour Cream, Guacamole, Lettuce",11.25
328,1,Chicken Bowl,"Fresh Tomato Salsa (Mild) (Mild), Roasted Chili Corn Salsa (Medium), Rice, Sour Cream, Guacamole, Lettuce",10.98
329,1,Chicken Burrito,"Fresh Tomato Salsa (Mild) (Mild), Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce",10.98
330,1,Side of Chips,no choice,1.69
331,1,Barbacoa Bowl,"Tomatillo-Red Chili Salsa (Hot), Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese",9.25
332,1,Steak Burrito,"Roasted Chili Corn Salsa (Medium), Rice, Black Beans, Sour Cream, Lettuce",8.99
333,1,Steak Burrito,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice, Cheese, Lettuce",9.25
334,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese, Sour Cream",8.75
335,1,Chips and Guacamole,no choice,3.99
336,1,Chicken Burrito,"Roasted Chili Corn Salsa, Rice, Cheese, Sour Cream, Lettuce",8.75
337,2,Chicken Salad Bowl,"Tomatillo Green Chili Salsa, Black Beans, Cheese, Guacamole",22.5
338,1,Chicken Bowl,"Roasted Chili Corn Salsa (Medium), Fresh Tomato Salsa (Mild) (Mild), Rice, Black Beans, Fajita Veggies, Cheese, Sour Cream, Guacamole",10.98
339,1,Carnitas Bowl,"Fresh Tomato (Mild), Guacamole, Sour Cream, Cheese",11.08
340,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese, Sour Cream, Lettuce",8.75
341,1,Steak Bowl,"Fresh Tomato (Mild), Guacamole, Lettuce, Pinto Beans, Rice, Sour Cream, Cheese",11.08
342,1,Chips and Guacamole,no choice,3.99
343,2,Chips,no choice,4.3
344,1,Chicken Burrito,"Tomatillo-Green Chili Salsa (Medium), Black Beans, Rice, Fajita Veggies, Sour Cream",8.49
345,1,Chicken Bowl,"Tomatillo-Red Chili Salsa (Hot), Rice, Black Beans, Cheese, Sour Cream, Lettuce",8.75
346,1,Barbacoa Bowl,"Tomatillo-Red Chili Salsa (Hot), Rice, Cheese, Lettuce",9.25
347,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Rice, Guacamole",11.25
348,2,Veggie Bowl,"Fresh Tomato Salsa (Mild) (Mild), Rice, Sour Cream, Cheese, Pinto Beans",16.98
349,1,Veggie Burrito,"Tomatillo-Green Chili Salsa (Medium), Black Beans, Rice, Cheese",8.49
350,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese, Sour Cream, Guacamole",11.25
351,1,Carnitas Bowl,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice, Pinto Beans, Lettuce",9.25
352,1,Barbacoa Burrito,"Roasted Chili Corn Salsa, Rice, Pinto Beans, Sour Cream, Cheese",9.25
353,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Sour Cream, Lettuce",8.75
354,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese, Lettuce",8.75
355,1,Steak Burrito,"Roasted Chili Corn Salsa, Rice, Fajita Vegetables, Sour Cream, Cheese, Lettuce",9.25
356,1,Steak Burrito,"Roasted Chili Corn Salsa (Medium), Rice, Fajita Veggies, Sour Cream, Guacamole, Lettuce",11.48
357,2,Chicken Salad Bowl,"Fresh Tomato Salsa (Mild), Black Beans, Cheese, Guacamole",22.5
358,1,Carnitas Burrito,"Roasted Chili Corn Salsa, Cheese, Rice, Guacamole",11.75
359,1,Chicken Bowl,"Tomatillo Green Chili Salsa, Rice, Pinto Beans, Sour Cream, Lettuce",8.75
360,1,Chicken Bowl,"Tomatillo-Red Chili Salsa (Hot), Rice, Sour Cream, Cheese, Guacamole",11.25
361,1,Veggie Burrito,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Sour Cream, Guacamole",11.25
362,1,Chicken Soft Tacos,"Fresh Tomato Salsa (Mild), Cheese, Sour Cream, Guacamole, Lettuce",11.25
363,1,Barbacoa Burrito,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice, Cheese, Sour Cream",9.25
364,1,Chicken Bowl,"Tomatillo Green Chili Salsa, Rice, Cheese, Sour Cream, Lettuce",8.75
365,1,Chicken Soft Tacos,"Roasted Chili Corn Salsa, Rice, Cheese, Lettuce, Guacamole",11.25
366,2,Chicken Crispy Tacos,Tomatillo-Red Chili Salsa (Hot),17.5
367,1,Veggie Bowl,"Tomatillo-Red Chili Salsa (Hot), Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce",8.75
368,1,Chicken Bowl,"Tomatillo-Red Chili Salsa (Hot), Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce",8.49
369,1,Chicken Bowl,"Fresh Tomato Salsa (Mild) (Mild), Rice, Fajita Veggies, Sour Cream, Guacamole",10.98
370,1,Chicken Burrito,"Tomatillo Green Chili Salsa, Rice, Cheese, Sour Cream, Lettuce",8.75
371,1,Steak Burrito,"Fresh Tomato Salsa (Mild) (Mild), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Sour Cream",8.99
372,1,Steak Bowl,"Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",11.75
373,1,Veggie Bowl,"Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole",11.25
374,1,Barbacoa Burrito,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice, Black Beans, Sour Cream, Guacamole, Lettuce",11.75
375,1,Steak Bowl,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole",11.75
376,1,Steak Burrito,"Roasted Chili Corn Salsa (Medium), Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce",8.99
377,2,Steak Bowl,"Roasted Chili Corn Salsa (Medium), Black Beans, Rice, Cheese",17.98
378,1,Chicken Burrito,"Fresh Tomato Salsa (Mild) (Mild), Black Beans, Rice, Cheese, Sour Cream, Lettuce",8.49
379,1,Steak Burrito,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce",11.75
380,1,Barbacoa Bowl,"Tomatillo-Red Chili Salsa (Hot), Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce",11.75
381,1,Chicken Soft Tacos,"Tomatillo-Red Chili Salsa (Hot), Cheese",8.49
382,1,Steak Bowl,"Fresh Tomato (Mild), Lettuce, Black Beans, Rice, Cheese",8.69
383,1,Chicken Bowl,"Tomatillo Green Chili Salsa, Rice, Cheese, Sour Cream, Lettuce",8.75
384,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese, Sour Cream",8.75
385,1,Chicken Bowl,"Fresh Tomato Salsa (Mild) (Mild), Pinto Beans, Rice, Cheese, Sour Cream, Lettuce",8.49
386,1,Veggie Bowl,"Tomatillo-Red Chili Salsa (Hot), Pinto Beans, Black Beans, Rice, Fajita Veggies, Cheese",8.49
387,1,Canned Soft Drink,Lemonade,1.25
388,1,Steak Burrito,"Tomatillo-Red Chili Salsa (Hot), Pinto Beans, Rice, Cheese, Sour Cream",8.99
389,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice, Black Beans, Sour Cream",8.75
390,1,Chips and Guacamole,no choice,3.99
391,1,Steak Bowl,"Fresh Tomato Salsa (Mild) (Mild), Roasted Chili Corn Salsa (Medium), Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce",8.99
392,1,Chicken Burrito,"Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese",8.49
393,1,Steak Burrito,"Fresh Tomato Salsa (Mild) (Mild), Pinto Beans, Rice, Cheese, Sour Cream, Lettuce",8.99
394,1,Carnitas Burrito,"Fresh Tomato Salsa (Mild), Rice, Pinto Beans, Cheese",9.25
395,1,Steak Soft Tacos,"Tomatillo-Red Chili Salsa (Hot), Cheese, Sour Cream, Lettuce",8.99
396,1,Canned Soft Drink,Diet Coke,1.25
397,1,Steak Burrito,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese, Sour Cream",9.25
398,1,Chicken Soft Tacos,"Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Lettuce, Guacamole",11.25
399,1,Chips and Guacamole,no choice,3.99
400,1,Veggie Burrito,"Tomatillo Green Chili Salsa, Rice, Fajita Vegetables, Pinto Beans, Sour Cream, Cheese, Lettuce, Guacamole",11.25
401,2,Chicken Bowl,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice, Lettuce",17.5
402,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese, Lettuce",8.75
403,1,Barbacoa Burrito,"Roasted Chili Corn Salsa (Medium), Black Beans, Rice, Cheese, Sour Cream",8.99
404,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice, Pinto Beans, Cheese, Guacamole, Lettuce",11.25
405,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Pinto Beans, Cheese, Guacamole",11.25
406,1,Barbacoa Soft Tacos,"Tomatillo-Red Chili Salsa (Hot), Black Beans, Cheese, Sour Cream, Guacamole",11.75
407,1,Chicken Burrito,"Roasted Chili Corn Salsa, Rice, Sour Cream, Cheese, Guacamole",11.25
408,1,Canned Soft Drink,Coke,1.25
409,1,Chicken Bowl,"Fresh Tomato Salsa (Mild) (Mild), Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Sour Cream",8.49
410,1,Chicken Burrito,"Roasted Chili Corn Salsa, Rice, Black Beans",8.75
411,1,Chicken Bowl,"Roasted Chili Corn Salsa (Medium), Rice, Cheese",8.49
412,1,Bottled Water,no choice,1.5
413,1,Chicken Crispy Tacos,"Fresh Tomato Salsa (Mild), Cheese, Sour Cream, Guacamole, Lettuce",11.25
414,1,Chicken Burrito,"Fresh Tomato Salsa (Mild) (Mild), Tomatillo-Green Chili Salsa (Medium), Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream",8.49
415,1,Steak Bowl,"Tomatillo Green Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce",9.25
416,1,Steak Burrito,Tomatillo-Red Chili Salsa (Hot),9.25
417,1,Steak Burrito,"Tomatillo-Red Chili Salsa (Hot), Rice, Cheese, Sour Cream",8.99
418,2,Chicken Bowl,"Fresh Tomato Salsa (Mild), Rice, Cheese, Black Beans",17.5
419,1,Chips and Tomatillo-Green Chili Salsa,no choice,2.39
420,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Black Beans, Pinto Beans, Cheese, Guacamole, Lettuce",11.25
421,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Rice, Cheese, Sour Cream, Lettuce",8.75
422,1,Steak Burrito,"Roasted Chili Corn Salsa, Rice, Pinto Beans, Cheese, Lettuce",9.25
423,1,Chicken Crispy Tacos,"Fresh Tomato Salsa (Mild) (Mild), Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce",10.98
424,1,Chicken Burrito,"Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium), Black Beans, Rice, Cheese",8.49
425,1,Barbacoa Bowl,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice, Cheese, Sour Cream",9.25
426,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Rice, Cheese, Sour Cream, Lettuce",8.75
427,1,Chips and Guacamole,no choice,3.99
428,1,Steak Bowl,"Roasted Chili Corn Salsa, Rice, Black Beans, Lettuce, Guacamole",11.75
429,1,Steak Bowl,"Roasted Chili Corn Salsa (Medium), Pinto Beans, Rice, Guacamole",11.48
430,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice",8.75
431,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese, Guacamole, Lettuce",11.25
432,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Rice",8.75
433,1,Side of Chips,no choice,1.69
434,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice, Sour Cream, Lettuce",8.75
435,1,Chicken Burrito,"Tomatillo-Green Chili Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Sour Cream, Guacamole",10.98
436,1,Chicken Bowl,"Fresh Tomato Salsa (Mild) (Mild), Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Sour Cream",8.49
437,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice",8.75
438,1,Carnitas Burrito,"Fresh Tomato Salsa (Mild) (Mild), Black Beans, Rice, Cheese, Sour Cream, Guacamole",11.48
439,1,Chicken Salad,"Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium), Rice, Cheese, Sour Cream, Guacamole, Lettuce",10.98
440,1,Chips and Roasted Chili Corn Salsa,no choice,2.95
441,1,Steak Burrito,"Roasted Chili Corn Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce",11.75
442,1,Steak Burrito,"Roasted Chili Corn Salsa (Medium), Tomatillo-Green Chili Salsa (Medium), Rice, Black Beans, Sour Cream, Guacamole",11.48
443,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce",11.25
444,1,Side of Chips,no choice,1.69
445,1,Chicken Bowl,"Tomatillo Green Chili Salsa, Fajita Vegetables, Rice, Cheese, Lettuce",8.75
446,1,Steak Bowl,"Fresh Tomato Salsa (Mild), Rice, Fajita Vegetables, Sour Cream, Cheese, Guacamole",11.75
447,1,Steak Burrito,"Fresh Tomato Salsa (Mild) (Mild), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Sour Cream",8.99
448,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Lettuce",8.75
449,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Rice, Fajita Vegetables",8.75
450,2,Canned Soda,Dr. Pepper,2.18
451,1,Chicken Soft Tacos,"Fresh Tomato Salsa (Mild), Cheese, Lettuce",8.75
452,1,Carnitas Burrito,"Fresh Tomato Salsa (Mild), Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",11.75
453,1,Chicken Burrito,"Fresh Tomato (Mild), Guacamole, Lettuce, Rice, Fajita Veggies, Cheese",10.58
454,1,Barbacoa Burrito,"Tomatillo-Red Chili Salsa (Hot), Rice, Cheese, Sour Cream",8.99
455,1,Steak Burrito,"Roasted Chili Corn Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole",11.75
456,1,Chicken Bowl,"Tomatillo-Red Chili Salsa (Hot), Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",11.25
457,2,Chicken Bowl,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice, Lettuce",17.5
458,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese",8.75
459,2,Chicken Salad Bowl,"Fresh Tomato Salsa (Mild), Black Beans, Cheese, Guacamole",22.5
460,1,Steak Bowl,"Tomatillo-Red Chili Salsa (Hot), Rice, Cheese, Sour Cream, Lettuce",9.25
461,1,Steak Burrito,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice, Black Beans, Sour Cream, Guacamole, Lettuce",11.75
462,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",11.25
463,1,Barbacoa Burrito,"Tomatillo-Green Chili Salsa (Medium), Rice, Cheese, Sour Cream, Lettuce",8.99
464,1,Chicken Burrito,"Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Lettuce, Guacamole",11.25
465,1,Chicken Bowl,"Tomatillo-Red Chili Salsa (Hot), Rice, Black Beans, Cheese, Sour Cream, Lettuce",8.75
